,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
51874,51875,2015,12,2,10,4,8.0,7.0,13.0,7.0,-12.0,32.0,1021.0,3.0,NW,56.33,0.0,0.0
51875,51876,2015,12,2,11,4,5.0,7.0,11.0,7.0,-12.0,30.0,1020.0,4.0,NW,65.27,0.0,0.0
51876,51877,2015,12,2,12,4,4.0,8.0,5.0,9.0,-12.0,30.0,1019.0,4.0,NW,76.45,0.0,0.0
51877,51878,2015,12,2,13,4,5.0,5.5,4.0,7.0,-12.0,27.0,1019.0,5.0,NW,87.63,0.0,0.0
51878,51879,2015,12,2,14,4,3.0,3.0,3.0,9.0,-12.0,27.0,1019.0,5.0,NW,97.46,0.0,0.0
51879,51880,2015,12,2,15,4,3.0,4.610169491525424,3.0,9.0,-12.0,30.0,1019.0,4.0,NW,107.29,0.0,0.0
51880,51881,2015,12,2,16,4,7.0,6.220338983050848,6.0,6.0,-12.0,32.0,1020.0,3.0,NW,116.23,0.0,0.0
51881,51882,2015,12,2,17,4,6.0,7.830508474576271,10.0,5.0,-13.0,31.0,1020.0,2.0,NW,124.28,0.0,0.0
51882,51883,2015,12,2,18,4,16.0,9.440677966101696,8.0,3.0,-13.0,31.0,1020.0,2.0,NW,130.09,0.0,0.0
51883,51884,2015,12,2,19,4,3.0,11.050847457627118,7.0,4.0,-14.0,29.0,1021.0,2.0,NW,135.9,0.0,0.0
51884,51885,2015,12,2,20,4,3.0,12.661016949152541,8.0,3.0,-15.0,29.0,1021.0,1.0,NW,143.05,0.0,0.0
51885,51886,2015,12,2,21,4,5.0,14.271186440677965,6.0,1.0,-15.0,29.0,1021.0,1.0,NW,150.2,0.0,0.0
51886,51887,2015,12,2,22,4,6.0,15.88135593220339,3.0,5.0,-13.0,34.0,1020.0,1.0,NW,160.03,0.0,0.0
51887,51888,2015,12,2,23,4,5.0,17.491525423728813,3.0,5.0,-14.0,33.0,1020.0,0.0,NW,168.97,0.0,0.0
51888,51889,2015,12,3,0,4,7.0,19.101694915254235,6.0,6.0,-15.0,31.0,1020.0,0.0,NW,177.91,0.0,0.0
51889,51890,2015,12,3,1,4,3.0,20.71186440677966,7.0,6.0,-13.0,36.0,1020.0,0.0,NW,185.96,0.0,0.0
51890,51891,2015,12,3,2,4,7.0,22.322033898305083,3.0,5.0,-13.0,39.0,1020.0,-1.0,NW,193.11,0.0,0.0
51891,51892,2015,12,3,3,4,4.0,23.93220338983051,4.0,5.0,-13.0,40.5,1020.0,-1.5,unknown,100.58000000000001,0.0,0.0
51892,51893,2015,12,3,4,4,6.0,25.54237288135593,8.0,6.0,-13.0,42.0,1020.0,-2.0,NW,8.05,0.0,0.0
51893,51894,2015,12,3,5,4,5.0,27.152542372881356,3.0,5.0,-13.0,42.0,1021.0,-2.0,NW,15.2,0.0,0.0
51894,51895,2015,12,3,6,4,8.0,28.76271186440678,8.0,6.0,-13.0,42.0,1021.0,-2.0,NW,20.12,0.0,0.0
51895,51896,2015,12,3,7,4,12.0,30.3728813559322,7.0,5.0,-14.0,36.0,1021.0,-1.0,NW,25.93,0.0,0.0
51896,51897,2015,12,3,8,4,7.0,31.983050847457626,6.0,7.0,-14.0,36.0,1023.0,-1.0,NW,29.06,0.0,0.0
51897,51898,2015,12,3,9,4,14.0,33.593220338983045,7.0,8.0,-15.0,31.0,1023.0,0.0,NW,33.98,0.0,0.0
51898,51899,2015,12,3,10,4,13.0,35.20338983050847,10.0,7.0,-15.0,29.0,1023.0,1.0,NW,42.03,0.0,0.0
51899,51900,2015,12,3,11,4,12.0,36.813559322033896,10.0,13.0,-15.0,27.0,1023.0,2.0,NW,51.86,0.0,0.0
51900,51901,2015,12,3,12,4,11.0,38.42372881355932,17.0,15.0,-15.0,27.0,1024.0,2.0,NW,63.04,0.0,0.0
51901,51902,2015,12,3,13,4,16.0,40.03389830508475,18.0,15.0,-15.0,27.0,1024.0,2.0,NW,72.87,0.0,0.0
51902,51903,2015,12,3,14,4,14.0,41.644067796610166,17.0,9.0,-14.0,29.0,1024.0,2.0,NW,84.05,0.0,0.0
51903,51904,2015,12,3,15,4,7.0,43.25423728813559,13.0,11.0,-15.0,27.0,1025.0,2.0,NW,95.23,0.0,0.0
51904,51905,2015,12,3,16,4,5.0,44.86440677966102,10.0,13.0,-14.0,29.0,1025.0,2.0,NW,106.41,0.0,0.0
51905,51906,2015,12,3,17,4,13.0,46.474576271186436,7.0,8.0,-14.0,31.0,1025.0,1.0,NW,115.35,0.0,0.0
51906,51907,2015,12,3,18,4,18.0,48.08474576271186,9.0,9.0,-14.0,33.0,1027.0,0.0,NW,124.29,0.0,0.0
51907,51908,2015,12,3,19,4,15.0,49.69491525423729,10.0,14.0,-12.0,39.0,1027.0,0.0,NW,133.23,0.0,0.0
51908,51909,2015,12,3,20,4,14.0,51.30508474576271,15.0,17.0,-12.0,39.0,1027.0,0.0,NW,142.17,0.0,0.0
51909,51910,2015,12,3,21,4,15.0,52.91525423728813,15.0,14.0,-13.0,39.0,1028.0,-1.0,NW,149.32,0.0,0.0
51910,51911,2015,12,3,22,4,14.0,54.52542372881356,12.0,14.0,-13.0,39.0,1028.0,-1.0,NW,157.37,0.0,0.0
51911,51912,2015,12,3,23,4,14.0,56.13559322033898,9.0,11.0,-13.0,39.0,1028.0,-1.0,NW,166.31,0.0,0.0
51912,51913,2015,12,4,0,4,10.0,57.7457627118644,14.0,17.0,-13.0,39.0,1028.0,-1.0,NW,174.36,0.0,0.0
51913,51914,2015,12,4,1,4,6.0,59.35593220338983,14.0,9.0,-13.0,42.0,1028.0,-2.0,NW,180.17,0.0,0.0
51914,51915,2015,12,4,2,4,10.0,60.96610169491525,6.0,9.0,-13.0,42.0,1028.0,-2.0,NW,185.09,0.0,0.0
51915,51916,2015,12,4,3,4,3.0,62.57627118644068,5.0,10.0,-13.0,42.0,1028.0,-2.0,NW,190.01,0.0,0.0
51916,51917,2015,12,4,4,4,8.0,64.18644067796609,6.0,10.0,-13.0,42.0,1028.0,-2.0,NW,194.93,0.0,0.0
51917,51918,2015,12,4,5,4,8.0,65.79661016949152,4.0,6.0,-13.0,39.0,1027.0,-1.0,NW,202.08,0.0,0.0
51918,51919,2015,12,4,6,4,6.0,67.40677966101694,12.0,5.0,-13.0,42.0,1027.0,-2.0,NW,207.0,0.0,0.0
51919,51920,2015,12,4,7,4,11.0,69.01694915254237,8.0,6.0,-13.0,39.0,1028.0,-1.0,NW,214.15,0.0,0.0
51920,51921,2015,12,4,8,4,12.0,70.62711864406779,8.0,8.0,-12.0,42.0,1028.0,-1.0,NW,219.07,0.0,0.0
51921,51922,2015,12,4,9,4,14.0,72.23728813559322,14.0,15.0,-13.0,31.0,1028.0,2.0,NW,224.88,0.0,0.0
51922,51923,2015,12,4,10,4,9.0,73.84745762711864,12.0,16.0,-14.0,27.0,1028.0,3.0,NW,232.03,0.0,0.0
51923,51924,2015,12,4,11,4,16.0,75.45762711864407,3.0,10.0,-13.0,27.0,1027.0,4.0,NW,240.08,0.0,0.0
51924,51925,2015,12,4,12,4,7.0,77.0677966101695,9.0,11.0,-14.0,23.0,1026.0,5.0,NW,249.91,0.0,0.0
51925,51926,2015,12,4,13,4,10.0,78.6779661016949,6.0,7.0,-13.0,24.0,1026.0,6.0,NW,257.06,0.0,0.0
51926,51927,2015,12,4,14,4,8.0,80.28813559322033,9.0,6.0,-13.0,22.0,1025.0,7.0,NW,265.11,0.0,0.0
51927,51928,2015,12,4,15,4,7.0,81.89830508474576,7.0,6.0,-14.0,22.0,1025.0,6.0,NW,274.05,0.0,0.0
51928,51929,2015,12,4,16,4,13.5,83.50847457627118,8.0,6.0,-12.0,26.0,1025.0,6.0,NW,281.2,0.0,0.0
51929,51930,2015,12,4,17,4,20.0,85.11864406779661,12.0,8.0,-11.0,30.0,1025.0,5.0,NW,287.01,0.0,0.0
51930,51931,2015,12,4,18,4,40.0,86.72881355932203,21.0,15.0,-11.0,32.0,1025.0,4.0,NW,292.82,0.0,0.0
51931,51932,2015,12,4,19,4,98.0,88.33898305084746,62.0,65.0,-10.0,35.0,1025.0,4.0,NW,296.84,0.0,0.0
51932,51933,2015,12,4,20,4,129.0,89.94915254237287,105.0,107.0,-10.0,32.0,1025.0,5.0,NW,300.86,0.0,0.0
51933,51934,2015,12,4,21,4,129.0,91.5593220338983,114.0,117.0,-10.0,32.0,1025.0,5.0,NW,303.99,0.0,0.0
51934,51935,2015,12,4,22,4,136.0,93.16949152542372,118.0,119.0,-10.0,35.0,1026.0,4.0,SE,3.13,0.0,0.0
51935,51936,2015,12,4,23,4,128.0,94.77966101694915,114.0,117.0,-9.0,40.0,1026.0,3.0,SE,4.92,0.0,0.0
51936,51937,2015,12,5,0,4,124.0,96.38983050847457,111.0,111.0,-9.0,43.0,1026.0,2.0,SE,8.94,0.0,0.0
51937,51938,2015,12,5,1,4,121.0,98.0,104.0,107.0,-10.0,40.0,1026.0,2.0,NW,4.92,0.0,0.0
51938,51939,2015,12,5,2,4,90.0,99.61016949152543,79.0,35.0,-9.0,54.0,1026.0,-1.0,NW,8.94,0.0,0.0
51939,51940,2015,12,5,3,4,27.0,101.22033898305084,26.0,19.0,-10.0,43.0,1026.0,1.0,NW,13.86,0.0,0.0
51940,51941,2015,12,5,4,4,17.0,102.83050847457626,21.0,16.0,-10.0,43.0,1026.0,1.0,NW,18.78,0.0,0.0
51941,51942,2015,12,5,5,4,15.0,104.44067796610169,20.0,21.0,-9.0,63.0,1027.0,-3.0,NW,22.8,0.0,0.0
51942,51943,2015,12,5,6,4,14.0,106.05084745762711,22.0,22.0,-8.0,79.0,1027.0,-5.0,NE,1.79,0.0,0.0
51943,51944,2015,12,5,7,4,23.0,107.66101694915254,28.0,28.0,-9.0,73.0,1028.0,-5.0,NW,1.79,0.0,0.0
51944,51945,2015,12,5,8,4,33.0,109.27118644067797,28.0,48.0,-8.0,73.0,1030.0,-4.0,cv,0.89,0.0,0.0
51945,51946,2015,12,5,9,4,26.0,110.88135593220339,33.0,32.0,-6.0,55.0,1031.0,2.0,NW,1.79,0.0,0.0
51946,51947,2015,12,5,10,4,22.0,112.4915254237288,28.333333333333332,18.0,-9.0,35.0,1031.0,5.0,NW,5.81,0.0,0.0
51947,51948,2015,12,5,11,4,18.0,114.10169491525423,23.666666666666664,17.0,-10.0,30.0,1031.0,6.0,NE,4.02,0.0,0.0
51948,51949,2015,12,5,12,4,25.0,115.71186440677965,19.0,17.0,-9.0,30.0,1030.0,7.0,NE,7.15,0.0,0.0
51949,51950,2015,12,5,13,4,18.0,117.32203389830508,18.0,21.0,-9.0,30.0,1029.0,7.0,NE,10.28,0.0,0.0
51950,51951,2015,12,5,14,4,19.0,118.9322033898305,17.0,17.0,-9.0,26.0,1029.0,9.0,NE,12.07,0.0,0.0
51951,51952,2015,12,5,15,4,26.0,120.54237288135593,18.0,20.0,-9.0,28.0,1029.0,8.0,cv,0.89,0.0,0.0
51952,51953,2015,12,5,16,4,35.0,122.15254237288136,24.0,22.0,-9.0,30.0,1030.0,7.0,SE,0.89,0.0,0.0
51953,51954,2015,12,5,17,4,37.0,123.76271186440677,35.0,36.0,-9.0,38.0,1030.0,4.0,cv,0.89,0.0,0.0
51954,51955,2015,12,5,18,4,73.0,125.3728813559322,47.0,46.0,-8.0,50.0,1031.0,1.0,SE,0.89,0.0,0.0
51955,51956,2015,12,5,19,4,116.0,126.98305084745762,77.0,78.0,-6.0,63.0,1031.0,0.0,SE,1.78,0.0,0.0
51956,51957,2015,12,5,20,4,90.0,128.59322033898303,82.0,76.0,-5.0,74.0,1031.0,-1.0,cv,0.89,0.0,0.0
51957,51958,2015,12,5,21,4,85.0,130.20338983050846,54.0,48.0,-7.0,47.0,1031.0,3.0,SE,3.13,0.0,0.0
51958,51959,2015,12,5,22,4,75.0,131.81355932203388,49.0,52.0,-8.0,44.0,1031.0,3.0,SE,7.15,0.0,0.0
51959,51960,2015,12,5,23,4,81.0,133.4237288135593,61.0,66.0,-6.0,68.0,1031.0,-1.0,cv,0.89,0.0,0.0
51960,51961,2015,12,6,0,4,87.0,135.03389830508473,69.0,72.0,-6.0,79.0,1031.0,-3.0,SE,1.79,0.0,0.0
51961,51962,2015,12,6,1,4,114.0,136.64406779661016,84.0,90.0,-6.0,79.0,1031.0,-3.0,cv,0.89,0.0,0.0
51962,51963,2015,12,6,2,4,126.0,138.25423728813558,114.0,118.0,-6.0,79.0,1031.0,-3.0,NE,0.89,0.0,0.0
51963,51964,2015,12,6,3,4,143.0,139.864406779661,133.0,187.0,-6.0,79.0,1030.0,-3.0,NE,1.78,0.0,0.0
51964,51965,2015,12,6,4,4,166.0,141.47457627118644,179.0,173.0,-6.0,85.0,1030.0,-4.0,NW,0.89,0.0,0.0
51965,51966,2015,12,6,5,4,149.0,143.08474576271186,165.0,143.0,-6.0,85.0,1030.0,-4.0,NW,1.78,0.0,0.0
51966,51967,2015,12,6,6,4,102.0,144.6949152542373,133.0,88.0,-6.0,92.0,1030.0,-5.0,NW,3.57,0.0,0.0
51967,51968,2015,12,6,7,4,84.0,146.3050847457627,109.0,77.0,-6.0,85.0,1030.0,-4.0,NW,5.36,0.0,0.0
51968,51969,2015,12,6,8,4,83.0,147.91525423728814,91.0,88.0,-5.0,86.0,1030.0,-3.0,NW,6.25,0.0,0.0
51969,51970,2015,12,6,9,4,102.0,149.52542372881356,98.0,92.0,-4.0,80.0,1031.0,-1.0,NE,0.89,0.0,0.0
51970,51971,2015,12,6,10,4,113.0,151.135593220339,113.0,108.0,-4.0,69.0,1031.0,1.0,cv,0.89,0.0,0.0
51971,51972,2015,12,6,11,4,128.0,152.7457627118644,137.0,136.0,-4.0,64.0,1031.0,2.0,cv,1.78,0.0,0.0
51972,51973,2015,12,6,12,4,163.0,154.3559322033898,165.0,160.0,-4.0,55.0,1030.0,4.0,cv,2.67,0.0,0.0
51973,51974,2015,12,6,13,4,194.0,155.96610169491524,192.0,184.0,-4.0,55.0,1029.0,4.0,SE,1.79,0.0,0.0
51974,51975,2015,12,6,14,4,214.0,157.57627118644066,204.0,200.0,-3.0,56.0,1028.0,5.0,cv,0.89,0.0,0.0
51975,51976,2015,12,6,15,4,228.0,159.1864406779661,232.0,237.0,-3.0,56.0,1028.0,5.0,cv,1.78,0.0,0.0
51976,51977,2015,12,6,16,4,246.0,160.79661016949152,236.0,226.0,-3.0,60.0,1028.0,4.0,NE,0.89,0.0,0.0
51977,51978,2015,12,6,17,4,234.0,162.40677966101694,236.0,221.0,-4.0,74.0,1029.0,0.0,NE,1.78,0.0,0.0
51978,51979,2015,12,6,18,4,223.0,164.01694915254237,236.0,227.0,-5.0,79.0,1029.0,-2.0,NW,1.79,0.0,0.0
51979,51980,2015,12,6,19,4,181.0,165.6271186440678,221.0,196.0,-3.0,86.0,1030.0,-1.0,NE,0.89,0.0,0.0
51980,51981,2015,12,6,20,4,179.0,167.23728813559322,220.0,190.0,-4.0,80.0,1030.0,-1.0,cv,0.89,0.0,0.0
51981,51982,2015,12,6,21,4,190.0,168.84745762711864,210.0,190.0,-3.0,80.0,1031.0,0.0,NW,0.89,0.0,0.0
51982,51983,2015,12,6,22,4,203.0,170.45762711864407,208.0,213.0,-3.0,86.0,1031.0,-1.0,NE,1.79,0.0,0.0
51983,51984,2015,12,6,23,4,220.0,172.0677966101695,243.0,220.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
51984,51985,2015,12,7,0,4,208.0,173.67796610169492,224.0,205.0,-3.0,80.0,1032.0,0.0,cv,1.78,0.0,0.0
51985,51986,2015,12,7,1,4,192.0,175.28813559322032,214.0,196.0,-3.0,80.0,1032.0,0.0,cv,2.67,0.0,0.0
51986,51987,2015,12,7,2,4,188.0,176.89830508474574,218.0,190.0,-4.0,69.0,1032.0,1.0,cv,3.12,0.0,0.0
51987,51988,2015,12,7,3,4,187.0,178.50847457627117,213.0,183.5,-3.0,80.0,1032.0,0.0,cv,4.01,0.0,0.0
51988,51989,2015,12,7,4,4,179.0,180.1186440677966,198.0,177.0,-2.0,86.0,1032.0,0.0,NW,1.79,0.0,0.0
51989,51990,2015,12,7,5,4,160.0,181.72881355932202,184.0,177.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
51990,51991,2015,12,7,6,4,170.0,183.33898305084745,183.0,171.0,-3.0,80.0,1032.0,0.0,cv,0.89,0.0,0.0
51991,51992,2015,12,7,7,4,155.0,184.94915254237287,176.0,171.0,-2.0,86.0,1033.0,0.0,NW,1.79,0.0,0.0
51992,51993,2015,12,7,8,4,154.0,186.5593220338983,178.0,175.0,-3.0,80.0,1033.0,0.0,NW,3.58,0.0,0.0
51993,51994,2015,12,7,9,4,147.0,188.16949152542372,159.0,171.0,-3.0,74.0,1034.0,1.0,SE,0.89,0.0,0.0
51994,51995,2015,12,7,10,4,149.0,189.77966101694915,171.0,168.0,-2.0,74.0,1034.0,2.0,cv,0.89,0.0,0.0
51995,51996,2015,12,7,11,4,173.0,191.38983050847457,187.0,192.0,-2.0,69.0,1034.0,3.0,SE,1.79,0.0,0.0
51996,51997,2015,12,7,12,4,208.0,193.0,203.0,182.0,-2.0,64.0,1033.0,4.0,SE,3.58,0.0,0.0
51997,51998,2015,12,7,13,4,193.0,171.0,165.0,166.0,-2.0,64.0,1033.0,4.0,cv,0.89,0.0,0.0
51998,51999,2015,12,7,14,4,191.0,205.0,196.0,199.0,-1.0,69.0,1032.0,4.0,NE,1.79,0.0,0.0
51999,52000,2015,12,7,15,4,200.0,194.0,190.0,195.0,-2.0,64.0,1031.0,4.0,SE,1.79,0.0,0.0
52000,52001,2015,12,7,16,4,194.0,196.4,187.0,188.0,-2.0,69.0,1032.0,3.0,NE,0.89,0.0,0.0
52001,52002,2015,12,7,17,4,198.0,198.8,201.0,206.0,-3.0,80.0,1032.0,0.0,SE,0.89,0.0,0.0
52002,52003,2015,12,7,18,4,198.0,201.2,210.0,224.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
52003,52004,2015,12,7,19,4,170.0,203.6,176.0,193.0,-2.0,86.0,1032.0,0.0,cv,0.45,0.0,0.0
52004,52005,2015,12,7,20,4,149.0,206.0,155.0,170.0,-3.0,92.0,1033.0,-2.0,NE,0.89,0.0,0.0
52005,52006,2015,12,7,21,4,151.0,204.83333333333334,144.0,151.0,-2.0,100.0,1033.0,-2.0,cv,0.89,0.0,0.0
52006,52007,2015,12,7,22,4,155.0,203.66666666666666,157.0,149.0,-3.0,92.0,1033.0,-2.0,SE,1.79,0.0,0.0
52007,52008,2015,12,7,23,4,158.0,202.5,214.0,199.0,-3.0,92.0,1033.0,-2.0,cv,0.89,0.0,0.0
52008,52009,2015,12,8,0,4,163.0,201.33333333333334,224.0,216.0,-3.0,92.0,1033.0,-2.0,SE,0.89,0.0,0.0
52009,52010,2015,12,8,1,4,252.0,200.16666666666666,184.0,212.0,-2.0,100.0,1032.0,-2.0,cv,0.89,0.0,0.0
52010,52011,2015,12,8,2,4,191.0,199.0,154.0,204.0,-2.0,100.0,1032.0,-2.0,cv,1.78,0.0,0.0
52011,52012,2015,12,8,3,4,181.0,197.83333333333334,163.0,216.0,-1.0,100.0,1032.0,-1.0,cv,2.67,0.0,0.0
52012,52013,2015,12,8,4,4,185.0,196.66666666666666,309.0,315.0,-1.0,92.0,1032.0,0.0,cv,3.12,0.0,0.0
52013,52014,2015,12,8,5,4,227.0,195.5,321.0,298.0,-1.0,92.0,1031.0,0.0,cv,4.01,0.0,0.0
52014,52015,2015,12,8,6,4,230.0,194.33333333333334,225.0,241.0,-1.0,92.0,1031.0,0.0,cv,4.9,0.0,0.0
52015,52016,2015,12,8,7,4,218.0,193.16666666666666,232.0,237.0,-2.0,86.0,1032.0,0.0,NE,0.89,0.0,0.0
52016,52017,2015,12,8,8,4,233.0,192.0,228.0,200.0,-1.0,92.0,1032.0,0.0,SE,1.79,0.0,0.0
52017,52018,2015,12,8,9,4,224.0,190.83333333333334,211.0,229.25,-1.0,92.0,1032.0,0.0,SE,2.68,0.0,0.0
52018,52019,2015,12,8,10,4,230.0,189.66666666666666,230.0,258.5,-1.0,86.0,1032.0,1.0,cv,0.89,0.0,0.0
52019,52020,2015,12,8,11,4,237.0,188.5,307.0,287.75,-1.0,86.0,1032.0,1.0,NE,1.79,0.0,0.0
52020,52021,2015,12,8,12,4,262.0,187.33333333333334,341.0,317.0,0.0,93.0,1031.0,1.0,cv,0.89,0.0,0.0
52021,52022,2015,12,8,13,4,280.0,186.16666666666666,322.0,294.0,0.0,86.0,1030.0,2.0,cv,1.78,0.0,0.0
52022,52023,2015,12,8,14,4,314.0,185.0,333.0,317.0,0.0,86.0,1029.0,2.0,SE,0.89,0.0,0.0
52023,52024,2015,12,8,15,4,311.0,183.83333333333334,298.0,293.0,0.0,86.0,1029.0,2.0,cv,0.89,0.0,0.0
52024,52025,2015,12,8,16,4,289.0,182.66666666666666,295.0,306.0,0.0,86.0,1029.0,2.0,cv,1.78,0.0,0.0
52025,52026,2015,12,8,17,4,290.0,181.5,350.0,350.0,-1.0,86.0,1029.0,1.0,SE,1.79,0.0,0.0
52026,52027,2015,12,8,18,4,304.0,180.33333333333334,341.0,329.0,-1.0,86.0,1029.0,1.0,SE,2.68,0.0,0.0
52027,52028,2015,12,8,19,4,268.0,179.16666666666666,289.0,302.0,-1.0,86.0,1029.0,1.0,cv,0.89,0.0,0.0
52028,52029,2015,12,8,20,4,265.0,178.0,275.0,278.0,0.0,93.0,1029.0,1.0,cv,1.78,0.0,0.0
52029,52030,2015,12,8,21,4,264.0,176.83333333333334,265.0,289.0,0.0,93.0,1029.0,1.0,NE,0.89,0.0,0.0
52030,52031,2015,12,8,22,4,287.0,175.66666666666666,279.0,296.0,0.0,93.0,1029.0,1.0,NE,2.68,0.0,0.0
52031,52032,2015,12,8,23,4,293.0,174.5,285.0,287.0,0.0,93.0,1029.0,1.0,cv,0.45,0.0,0.0
52032,52033,2015,12,9,0,4,291.0,173.33333333333331,282.0,278.0,0.0,93.0,1028.0,1.0,NE,0.89,0.0,0.0
52033,52034,2015,12,9,1,4,276.0,172.16666666666666,268.0,269.0,0.0,93.0,1028.0,1.0,NW,1.79,0.0,0.0
52034,52035,2015,12,9,2,4,271.0,171.0,268.0,261.0,1.0,100.0,1027.0,1.0,NW,3.58,0.0,0.0
52035,52036,2015,12,9,3,4,255.0,169.83333333333331,252.0,256.0,1.0,100.0,1027.0,1.0,NW,6.71,0.0,0.0
52036,52037,2015,12,9,4,4,233.0,168.66666666666666,245.0,235.0,1.0,100.0,1027.0,1.0,NW,9.84,0.0,0.0
52037,52038,2015,12,9,5,4,249.0,167.5,252.0,250.0,1.0,100.0,1026.0,1.0,NW,11.63,0.0,0.0
52038,52039,2015,12,9,6,4,240.0,166.33333333333331,256.0,240.0,1.0,93.0,1026.0,2.0,NW,13.42,0.0,0.0
52039,52040,2015,12,9,7,4,229.0,165.16666666666666,233.0,214.0,1.0,100.0,1026.0,1.0,NW,15.21,0.0,0.0
52040,52041,2015,12,9,8,4,228.0,164.0,225.0,218.0,1.0,93.0,1026.0,2.0,NW,18.34,0.0,0.0
52041,52042,2015,12,9,9,4,242.0,162.83333333333331,242.0,254.0,2.0,100.0,1027.0,2.0,cv,0.89,0.0,0.0
52042,52043,2015,12,9,10,4,231.0,161.66666666666666,260.0,257.5,2.0,93.0,1027.0,3.0,NW,1.79,0.0,0.0
52043,52044,2015,12,9,11,4,228.0,160.5,276.0,261.0,2.0,93.0,1026.0,3.0,NW,4.92,0.0,0.0
52044,52045,2015,12,9,12,4,231.0,159.33333333333331,273.0,265.0,3.0,93.0,1025.0,4.0,NW,8.05,0.0,0.0
52045,52046,2015,12,9,13,4,281.0,158.16666666666666,278.0,268.0,2.0,80.0,1024.0,5.0,cv,0.89,0.0,0.0
52046,52047,2015,12,9,14,4,267.0,157.0,288.0,273.0,2.0,80.0,1023.0,5.0,cv,1.78,0.0,0.0
52047,52048,2015,12,9,15,4,283.0,155.83333333333331,285.0,279.0,2.0,80.0,1023.0,5.0,cv,2.23,0.0,0.0
52048,52049,2015,12,9,16,4,301.0,154.66666666666666,297.0,292.0,1.0,80.0,1023.0,4.0,NW,0.89,0.0,0.0
52049,52050,2015,12,9,17,4,313.0,153.5,301.0,301.0,1.0,86.0,1023.0,3.0,cv,0.45,0.0,0.0
52050,52051,2015,12,9,18,4,325.0,152.33333333333331,304.0,301.0,0.0,86.0,1024.0,2.0,cv,1.34,0.0,0.0
52051,52052,2015,12,9,19,4,325.0,151.16666666666666,315.0,299.0,1.0,86.0,1024.0,3.0,cv,2.23,0.0,0.0
52052,52053,2015,12,9,20,4,326.0,150.0,329.0,319.0,1.0,86.0,1025.0,3.0,SE,0.89,0.0,0.0
52053,52054,2015,12,9,21,4,330.0,148.83333333333331,353.0,306.0,1.0,86.0,1024.0,3.0,NE,0.89,0.0,0.0
52054,52055,2015,12,9,22,4,310.0,147.66666666666666,334.0,261.0,1.0,86.0,1024.0,3.0,NW,1.79,0.0,0.0
52055,52056,2015,12,9,23,4,254.0,146.5,253.0,244.0,1.0,93.0,1024.0,2.0,NW,3.58,0.0,0.0
52056,52057,2015,12,10,0,4,260.0,145.33333333333331,246.0,246.0,0.0,93.0,1023.0,1.0,NW,5.37,0.0,0.0
52057,52058,2015,12,10,1,4,290.0,144.16666666666666,249.0,273.0,0.0,93.0,1023.0,1.0,NW,7.16,0.0,0.0
52058,52059,2015,12,10,2,4,282.0,143.0,248.0,268.0,-1.0,92.0,1023.0,0.0,NW,8.95,0.0,0.0
52059,52060,2015,12,10,3,4,235.0,141.83333333333331,262.0,242.0,-2.0,92.0,1023.0,-1.0,NW,10.74,0.0,0.0
52060,52061,2015,12,10,4,4,242.0,140.66666666666666,240.0,247.0,-1.0,100.0,1023.0,-1.0,NW,12.53,0.0,0.0
52061,52062,2015,12,10,5,4,227.0,139.5,229.0,235.0,-1.0,100.0,1023.0,-1.0,cv,0.89,0.0,0.0
52062,52063,2015,12,10,6,4,215.0,138.33333333333331,218.0,194.0,-3.0,100.0,1023.0,-3.0,NW,3.13,0.0,0.0
52063,52064,2015,12,10,7,4,164.0,137.16666666666666,182.0,146.0,-2.0,100.0,1024.0,-2.0,NW,7.15,0.0,0.0
52064,52065,2015,12,10,8,4,110.0,136.0,103.0,100.0,-1.0,92.0,1025.0,0.0,NW,12.07,0.0,0.0
52065,52066,2015,12,10,9,4,68.0,134.83333333333331,68.0,59.0,0.0,80.0,1026.0,3.0,NW,16.09,0.0,0.0
52066,52067,2015,12,10,10,4,45.0,133.66666666666666,49.0,34.0,1.0,70.0,1027.0,6.0,NW,19.22,0.0,0.0
52067,52068,2015,12,10,11,4,27.0,132.5,33.0,24.0,-2.0,52.0,1027.0,7.0,NW,24.14,0.0,0.0
52068,52069,2015,12,10,12,4,20.0,131.33333333333331,28.0,22.0,-4.0,39.0,1026.0,9.0,NW,29.06,0.0,0.0
52069,52070,2015,12,10,13,4,17.0,130.16666666666666,23.0,15.0,-7.0,31.0,1026.0,9.0,NW,33.98,0.0,0.0
52070,52071,2015,12,10,14,4,15.0,129.0,22.0,17.0,-7.0,31.0,1025.0,9.0,NW,38.9,0.0,0.0
52071,52072,2015,12,10,15,4,19.0,127.83333333333333,21.0,18.0,-8.0,29.0,1025.0,9.0,NW,44.71,0.0,0.0
52072,52073,2015,12,10,16,4,18.0,126.66666666666666,22.0,18.0,-9.0,28.0,1025.0,8.0,NW,50.52,0.0,0.0
52073,52074,2015,12,10,17,4,21.0,125.5,22.0,21.0,-10.0,30.0,1026.0,6.0,NW,55.44,0.0,0.0
